g_lat,roty
8.4652055e-07,-3.530068e-08
-0.0009182136,8.9386005e-05
-0.0003745447,-4.045245e-05
-3.6653575e-05,-6.905652e-05
-2.881937e-06,-3.3418422e-05
5.29309e-05,-2.2409296e-05
-0.00015376651,6.997191e-06
0.00034764205,-3.415665e-05
2.4798044e-05,-1.8210816e-05
-1.1044767e-05,-4.4639396e-06
-0.0001457999,-6.7187275e-06
-1.3240308e-06,1.1363822e-05
-2.5564419e-05,8.7702865e-06
-0.029624987,0.0016608196
-0.0034509203,8.278633e-05
0.00028326127,-0.00047106473
0.00064879045,-8.523032e-05
0.00079634314,0.00017351913
0.00033885564,0.00012811269
3.5747504e-05,1.0976295e-05
9.611216e-05,-4.7526366e-05
0.000110917565,-2.6927915e-05
7.1647526e-05,4.652279e-06
5.5128054e-05,1.1346592e-05
2.684602e-05,2.9375615e-06
7.5721537e-06,-5.586661e-06
6.8231097e-06,-5.932964e-06
1.00336865e-05,-1.6400455e-06
6.565884e-06,6.296629e-07
4.908251e-06,5.649115e-07
-9.340181e-08,-4.80365e-07
-2.6099008e-06,-7.710544e-07
9.3167597e-07,-3.6078333e-07
3.5374983e-06,1.5580012e-07
5.1808106e-06,3.2211258e-07
-1.1796232e-06,7.678591e-08
-2.5028876e-07,1.1274114e-08
-1.1077899e-06,-1.0512902e-07
-2.8634643e-06,-2.6458474e-07
-2.6246266e-06,1.9096987e-07
-3.0299964e-06,1.0742319e-07
2.4528963e-06,4.739234e-09
1.4212967e-06,-3.0443765e-08
6.241894e-06,2.1250356e-07
1.6939431e-07,-3.0549856e-08
-1.5099332e-06,-1.35543115e-08
2.8622997e-06,2.4638178e-08
3.5061528e-06,2.30687e-07
-2.2420368e-06,-1.0033863e-07
-3.134918e-06,-8.087255e-08
3.387951e-06,-5.4810833e-08
7.6917536e-07,-1.0801483e-08
-2.6194577e-06,2.5081542e-08
-1.2984653e-06,-6.508578e-08
3.0778872e-07,9.009916e-08
-6.8275796e-07,6.620995e-08
-2.1079825e-06,-1.3645268e-08
-3.515696e-06,-1.2954065e-07
-5.569308e-07,-2.330059e-08
-6.24059e-07,5.2466927e-08
-1.3654634e-06,-2.9006215e-09
1.7793394e-06,3.336389e-08
1.2414149e-06,-1.3013909e-07
1.6480415e-06,-1.2423669e-07
1.2252119e-06,1.39012855e-08
2.2522265e-06,7.4318926e-08
5.011546e-08,1.9122234e-08
5.3880444e-07,1.1392907e-07
-1.0165213e-06,-8.660619e-08
-2.0529135e-06,1.8070127e-09
-6.077403e-07,5.9043813e-08
3.0682245e-06,-6.4771785e-07
1.1589625e-06,-1.9645336e-06
-7.854363e-06,4.0842127e-07
-2.1311685e-06,2.5722565e-07
3.1866282e-06,3.531495e-07
1.3868373e-06,4.730529e-07
9.900918e-07,5.765391e-07
2.3707573e-06,7.014685e-07
-4.1838786e-07,3.4722433e-07
-8.234397e-08,-1.5684752e-07
1.5849555e-06,3.06983e-08
1.4795885e-06,2.3456633e-07
9.856058e-07,2.7361108e-07
-2.3646407e-07,-2.3103675e-08
-1.5688156e-06,-1.4590029e-07
-1.8458155e-06,-6.230706e-08
1.9061742e-06,-5.206671e-08
-2.043005e-06,1.16900644e-07
2.2332924e-06,-3.383734e-08
3.535279e-06,8.206605e-09
-1.1261604e-06,-1.8689244e-07
1.5728767e-06,-5.949754e-07
-4.1406997e-06,1.2088937e-08
1.4458938e-07,7.67794e-08
2.2785607e-06,1.0576238e-07
-3.1768318e-06,1.8600603e-07
-1.2777659e-06,-1.2403244e-07
-1.5336889e-06,9.2030405e-08
-5.3661847e-06,5.1986238e-08
-5.3027003e-07,5.771207e-08
-2.5079219e-06,3.2762674e-08
5.310897e-06,2.0115316e-07
-1.7449341e-06,-6.801007e-08
-8.9262755e-07,-1.8461128e-08
-3.6427403e-07,1.2773052e-08
3.7298068e-06,1.427557e-07
1.2935815e-06,2.9824744e-08
-6.862679e-07,-7.797751e-08
-1.472244e-06,-7.55843e-08
-2.981496e-06,1.7737294e-07
-2.2704414e-06,1.15745586e-07
-1.1745758e-06,5.3979363e-07
2.5731078e-06,-2.9857262e-07
2.9494329e-06,-1.10342604e-07
3.754504e-07,-2.7247696e-08
-4.4225308e-07,-2.986581e-07
-9.584022e-07,-2.6204305e-07
1.5833359e-06,-7.393942e-08
2.5108752e-06,-2.9933414e-08
1.7727087e-06,1.8884991e-08
-1.6042198e-06,-1.7164349e-07
-1.5428189e-07,-3.7338756e-07
-4.3646358e-07,4.8109108e-08
2.6600949e-06,3.399959e-07
4.3486766e-06,2.128712e-07
-1.2379346e-06,-7.190894e-08
-2.6261262e-06,-1.9431346e-07
-3.3959857e-06,-5.2177285e-08
2.1138449e-06,1.1249646e-07
2.39919e-06,4.999219e-08
3.3352426e-06,-2.2552566e-08
-2.0025711e-06,7.2558706e-08
-1.9442555e-06,-1.7519e-07
7.9664255e-07,8.430458e-09
-5.69968e-06,2.4718261e-08
-1.1058652e-06,-1.4710214e-07
1.6403087e-06,6.732688e-08
-1.9515937e-06,-5.0552554e-08
3.0096217e-07,3.6522343e-09
-3.0389586e-07,-7.074952e-08
-2.455771e-06,-6.1946146e-08
6.337153e-07,1.4850295e-07
-7.012977e-07,-2.470119e-09
9.487441e-07,-8.1616044e-08
-6.3787587e-07,3.8329684e-08
3.7032014e-06,5.6060372e-08
-6.6842125e-07,-4.6165994e-08
-8.354553e-07,1.5014198e-08
-1.4166657e-06,1.0426064e-07
-5.140301e-07,7.33804e-08
6.312427e-07,-3.9643947e-08
1.8688726e-07,6.692554e-08
4.0874275e-07,-6.160483e-08
7.1271705e-07,3.954591e-08
1.6388815e-06,6.298294e-08
-7.71994e-07,-1.1411627e-07
4.736534e-07,-4.038705e-08
1.5113122e-07,-8.2256065e-08
-3.5916942e-06,-1.9047052e-07
-5.4568815e-08,3.0898442e-09
-2.4838022e-07,-1.2120316e-08
-8.349496e-06,-4.689129e-08
6.6776204e-07,7.000789e-08
1.0852184e-06,-8.417401e-08
-5.8340584e-07,4.8040654e-08
-1.0362644e-06,1.3926585e-08
-1.0823119e-06,-4.5557883e-08
1.7384633e-06,-8.2370616e-10
1.977364e-06,1.9402849e-07
-8.478497e-07,-1.1996606e-07
1.9105737e-06,6.651031e-08
1.2965367e-06,-3.2284778e-08
-4.955917e-07,-1.2215729e-08
-3.6783458e-06,9.928078e-09
-4.1729763e-07,5.1838047e-08
-6.305333e-08,7.2594844e-08
4.3934008e-07,-3.4182232e-08
-9.734187e-08,1.7204235e-07
-3.5022418e-07,2.6686779e-08
-1.1643804e-06,2.627785e-08
1.6840305e-06,-6.573505e-08
-3.0094386e-06,-3.9180485e-08
2.9612547e-06,9.839405e-08
-1.6157722e-06,1.5132478e-07
-2.7460055e-06,-1.2511053e-07
6.5466236e-07,-5.8376358e-08
-8.988489e-07,2.0645528e-08
5.2694766e-08,-3.1508833e-08
-1.2522218e-06,-8.37148e-08
1.6435182e-07,4.2618254e-08
-9.138511e-07,6.494084e-08
-2.9575384e-08,2.6058116e-08
-0.016324151,0.0002910083
-0.004113882,-8.635275e-05
-0.04644171,-0.00296157
-0.34969246,0.011153753
0.67563725,-0.03098781
-0.2839257,0.011479297
0.07190848,-0.0457601
-0.0036924158,-0.055283647
0.08548108,-0.0064413943
-0.47589043,0.011354041
0.55473006,-0.13234945
-0.4420569,-0.043508936
-0.2582167,0.081558086
0.22995138,0.027020704
0.01556205,-0.04542402
-0.41622475,0.01049211
0.051038463,-0.0020234918
-0.036659375,0.0017921351
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0015457436,0.00012425095
-0.0035409299,-0.00045417488
