steerangle,speed,throttle,brake
0.0,0.0025567932,0.0,100.0
0.0,0.0019537045,0.0,100.0
0.0,0.001566538,0.0,100.0
0.0,0.0012617708,0.0,100.0
0.0,0.0010834319,0.0,100.0
0.0,0.0010037458,0.0,100.0
0.0,0.00095667446,0.0,100.0
0.0,0.0009463296,0.0,100.0
0.0,0.00094199734,0.0,100.0
0.0,0.0009315385,0.0,100.0
0.0,0.00090843125,0.0,100.0
0.0,0.00086411013,0.0,100.0
0.0,0.00079111865,0.0,100.0
0.0,0.00069955044,0.0,100.0
0.0,0.0006090591,0.0,100.0
0.0,0.00050040527,0.0,100.0
0.0,0.00039138785,0.0,100.0
0.0,0.00030316235,0.0,100.0
0.0,0.00020916083,0.0,100.0
0.0,0.00012812787,0.0,100.0
0.0,6.977773e-05,0.0,100.0
0.0,2.008007e-05,0.0,100.0
0.0,3.24984e-05,0.0,100.0
0.0,5.337902e-05,0.0,100.0
0.0,6.717876e-05,0.0,100.0
0.0,7.069943e-05,0.0,100.0
0.0,6.817227e-05,0.0,100.0
0.0,6.176876e-05,0.0,100.0
0.0,5.490978e-05,0.0,100.0
0.0,4.992265e-05,0.0,100.0
0.0,4.5562003e-05,0.0,100.0
0.0,4.3151576e-05,0.0,100.0
0.0,4.1888372e-05,0.0,100.0
0.0,4.0538256e-05,0.0,100.0
0.0,4.0555653e-05,0.0,100.0
0.0,4.1250154e-05,0.0,100.0
0.0,4.2531967e-05,0.0,100.0
0.0,4.448123e-05,0.0,100.0
0.0,4.5930898e-05,0.0,100.0
0.0,4.7876038e-05,0.0,100.0
0.0,4.8925933e-05,0.0,100.0
0.0,4.8906382e-05,0.0,100.0
0.0,4.7417052e-05,0.0,100.0
0.0,4.4796907e-05,0.0,100.0
0.0,4.132621e-05,0.0,100.0
0.0,3.667496e-05,0.0,100.0
0.0,3.1634536e-05,0.0,100.0
0.0,2.7595994e-05,0.0,100.0
0.0,2.3380186e-05,0.0,100.0
0.0,1.965626e-05,0.0,100.0
0.0,1.6906968e-05,0.0,100.0
0.0,1.4306729e-05,0.0,100.0
0.0,1.2162943e-05,0.0,100.0
0.0,1.0614125e-05,0.0,100.0
0.0,9.0372105e-06,0.0,100.0
0.0,7.5255225e-06,0.0,100.0
0.0,6.237471e-06,0.0,100.0
0.0,4.8993343e-06,0.0,100.0
0.0,3.6178355e-06,0.0,100.0
0.0,2.5368786e-06,0.0,100.0
0.0,1.4399071e-06,0.0,100.0
0.0,4.3495672e-07,0.0,100.0
0.0,3.5860552e-07,0.0,100.0
0.0,1.0259829e-06,0.0,100.0
0.0,1.6329496e-06,0.0,100.0
0.0,2.2137942e-06,0.0,100.0
0.0,2.5695047e-06,0.0,100.0
0.0,2.8981653e-06,0.0,100.0
0.0,3.1757174e-06,0.0,100.0
0.0,3.2997048e-06,0.0,100.0
0.0,3.3342712e-06,0.0,100.0
0.0,3.2681066e-06,0.0,100.0
0.0,3.1112356e-06,0.0,100.0
0.0,2.9998316e-06,0.0,100.0
0.0,2.7997442e-06,0.0,100.0
0.0,2.6185319e-06,0.0,100.0
0.0,2.3118614e-06,0.0,100.0
0.0,2.0820412e-06,0.0,100.0
0.0,1.8283781e-06,0.0,100.0
0.0,1.5795198e-06,0.0,100.0
0.0,1.428857e-06,0.0,100.0
0.0,1.2106544e-06,0.0,100.0
