brake_temp_lf,brake_temp_rf,brake_temp_lr,brake_temp_rr,tyre_press_lf,tyre_press_rf,tyre_press_lr,tyre_press_rr,tyre_tair_lf,tyre_tair_rf,tyre_tair_lr,tyre_tair_rr
287.02377,282.08755,306.6861,303.27994,27.05472,26.801275,27.061935,26.774721,84.297,83.008835,90.62216,87.96483
286.42737,281.50287,306.21222,302.81223,27.054846,26.800625,27.062283,26.774364,84.298225,83.001976,90.62569,87.96103
285.83157,280.91888,305.7386,302.34476,27.054913,26.799973,27.062632,26.774027,84.29876,82.994995,90.62916,87.95735
285.23694,280.33606,305.26562,301.8779,27.054977,26.79934,27.062935,26.773636,84.299255,82.98823,90.63214,87.9531
284.64294,279.75378,304.79294,301.4113,27.05502,26.79869,27.063251,26.773266,84.2996,82.98139,90.63533,87.949165
284.0501,279.17264,304.32083,300.94525,27.055103,26.798086,27.063568,26.77293,84.30028,82.9749,90.638466,87.94547
283.45798,278.59222,303.84903,300.47955,27.055168,26.797482,27.063889,26.772606,84.30087,82.96852,90.6417,87.94201
282.86673,278.01266,303.3777,300.01428,27.055218,26.796865,27.064192,26.772274,84.30122,82.96192,90.644684,87.93838
282.27643,277.43396,302.90677,299.54944,27.055252,26.79623,27.064472,26.771915,84.30148,82.955215,90.64749,87.93455
281.6871,276.85626,302.43637,299.0851,27.055313,26.79564,27.064758,26.771585,84.301926,82.94887,90.65031,87.93091
281.0984,276.27917,301.96625,298.62097,27.055347,26.795029,27.065067,26.771294,84.30216,82.9424,90.65343,87.927765
280.51074,275.7031,301.49664,298.1574,27.055384,26.79442,27.065342,26.770962,84.30237,82.935875,90.656075,87.92413
279.92386,275.12778,301.02737,297.69415,27.055384,26.793802,27.065601,26.77062,84.30228,82.929344,90.65868,87.92048
279.3379,274.55334,300.5586,297.23138,27.055365,26.793186,27.065865,26.770285,84.30188,82.92274,90.66123,87.916794
278.75302,273.98,300.09036,296.7692,27.0554,26.792595,27.066114,26.769938,84.30215,82.916466,90.66375,87.91307
278.1689,273.40738,299.6225,296.30734,27.055416,26.79203,27.066399,26.76966,84.302124,82.9104,90.66651,87.91
277.5857,272.8357,299.15503,295.84592,27.05542,26.791428,27.066652,26.769352,84.30207,82.90403,90.66907,87.906685
277.00336,272.2648,298.68802,295.3849,27.055397,26.79081,27.066881,26.76903,84.30165,82.89741,90.67126,87.903145
276.422,271.6949,298.22153,294.92444,27.055344,26.790205,27.067093,26.768692,84.30089,82.89091,90.67328,87.89943
275.84158,271.12592,297.75552,294.46442,27.055305,26.789618,27.06731,26.768368,84.30042,82.8847,90.67543,87.89597
275.26224,270.55795,297.2901,294.00494,27.055283,26.789074,27.06754,26.768087,84.3,82.87886,90.67765,87.89287
274.6837,269.9908,296.82507,293.5459,27.05525,26.78852,27.06776,26.767809,84.29957,82.873024,90.67988,87.88988
274.10602,269.42453,296.36047,293.08722,27.055187,26.787954,27.067972,26.767527,84.29873,82.86691,90.681885,87.886734
273.52954,268.85934,295.89648,292.62924,27.055145,26.787394,27.068151,26.767216,84.29819,82.86099,90.683655,87.8834
272.95398,268.2951,295.433,292.17172,27.055105,26.78686,27.068356,26.766964,84.29761,82.855255,90.68562,87.88063
272.37936,267.7318,294.97,291.71463,27.055065,26.786346,27.068562,26.76673,84.29701,82.84973,90.687584,87.878006
271.80576,267.16946,294.50754,291.25812,27.05502,26.785826,27.068747,26.766476,84.29646,82.84422,90.68942,87.875275
271.233,266.60797,294.04553,290.802,27.054958,26.785295,27.068932,26.766241,84.295654,82.83853,90.69117,87.87266
270.66125,266.0475,293.58405,290.34644,27.054882,26.78477,27.0691,26.765991,84.29467,82.83288,90.69277,87.86988
270.09064,265.48807,293.12314,289.89145,27.054811,26.784267,27.069256,26.765738,84.29387,82.82756,90.69432,87.867165
269.52094,264.92953,292.66275,289.43695,27.054749,26.783766,27.069437,26.765537,84.29304,82.82216,90.69602,87.8649
268.95233,264.37207,292.20294,288.98303,27.054697,26.78326,27.06959,26.765322,84.2923,82.81671,90.69742,87.86246
268.38464,263.81555,291.74362,288.52957,27.054579,26.782774,27.069717,26.765102,84.29098,82.81155,90.69866,87.86009
267.81805,263.26007,291.28488,288.07672,27.05448,26.78229,27.069862,26.76489,84.28975,82.80632,90.699974,87.85769
267.2524,262.70554,290.82666,287.62436,27.054333,26.781792,27.06998,26.76468,84.28813,82.80104,90.70113,87.855415
266.68805,262.15225,290.36917,287.17276,27.054218,26.781313,27.07008,26.764448,84.28677,82.79587,90.701965,87.852806
266.12482,261.60007,289.91238,286.72183,27.054098,26.780891,27.07019,26.764267,84.285355,82.79132,90.70296,87.850746
265.56253,261.04883,289.45605,286.2713,27.053953,26.780476,27.070316,26.764126,84.283745,82.78689,90.70417,87.849205
265.0016,260.4989,289.00055,285.82162,27.05384,26.780054,27.070402,26.763954,84.2825,82.78242,90.705,87.84733
264.44177,259.95004,288.5457,285.37253,27.05374,26.77975,27.070524,26.763842,84.281204,82.77902,90.70603,87.84592
263.8826,259.40182,288.09103,284.9237,27.05358,26.77934,27.070671,26.763763,84.27944,82.77465,90.70746,87.84501
263.3247,258.8549,287.63715,284.47562,27.053425,26.778913,27.070742,26.76358,84.27772,82.770096,90.70809,87.84299
262.76797,258.30902,287.18393,284.0282,27.053299,26.778543,27.070812,26.76342,84.27619,82.76602,90.708595,87.84111
262.21228,257.76422,286.73132,283.58136,27.053146,26.778208,27.07092,26.76334,84.2745,82.762436,90.70965,87.84017
261.65762,257.22046,286.27927,283.1351,27.05301,26.777895,27.071037,26.763271,84.27289,82.75896,90.710625,87.83926
261.10385,256.67752,285.82767,282.68927,27.052853,26.777523,27.071117,26.763165,84.27115,82.75499,90.71138,87.83805
260.5514,256.13586,285.37683,282.24417,27.052687,26.777157,27.071165,26.763035,84.269226,82.75099,90.71169,87.8365
260.0017,255.59697,284.92804,281.80106,27.052526,26.77685,27.071228,26.76295,84.26746,82.7477,90.71225,87.835526
259.45676,255.0627,284.48276,281.36148,27.05236,26.7766,27.071297,26.762901,84.265564,82.74492,90.71281,87.83485
258.9104,254.52708,284.03613,280.9205,27.052235,26.77636,27.071358,26.762829,84.26409,82.74226,90.71326,87.83393
258.36456,253.99188,283.58954,280.4797,27.052027,26.776054,27.07142,26.762802,84.26184,82.739006,90.71384,87.83355
257.81998,253.45795,283.14377,280.03964,27.051819,26.775753,27.07145,26.762716,84.2595,82.73567,90.71396,87.8325
257.27673,252.92532,282.69885,279.60034,27.051676,26.775541,27.07148,26.762665,84.25782,82.73329,90.714096,87.831764
256.73453,252.39374,282.25452,279.16168,27.051493,26.775349,27.071556,26.762707,84.25582,82.73121,90.71479,87.83213
256.19336,251.86316,281.81073,278.72357,27.051344,26.775158,27.071629,26.762749,84.2541,82.729034,90.71538,87.83239
255.65306,251.3334,281.3674,278.2859,27.051134,26.774914,27.071667,26.762747,84.25182,82.7264,90.71568,87.83227
255.11385,250.80473,280.9247,277.84885,27.050901,26.774647,27.07168,26.762701,84.24923,82.72345,90.715645,87.83162
254.57596,250.27737,280.48282,277.4126,27.050714,26.774426,27.071697,26.762667,84.247116,82.72098,90.71565,87.83109
254.03925,249.7512,280.04172,276.9771,27.05053,26.77427,27.07173,26.76272,84.24511,82.71926,90.71592,87.831566
253.50368,249.2261,279.6012,276.54218,27.050344,26.774143,27.071777,26.7628,84.243004,82.717766,90.716255,87.83223
252.96927,248.70215,279.16138,276.10797,27.050154,26.77401,27.071802,26.76286,84.24084,82.71621,90.716324,87.83267
252.4361,248.1794,278.72232,275.67453,27.049948,26.77387,27.071808,26.762918,84.23862,82.71468,90.71632,87.833206
251.90408,247.65776,278.28394,275.24167,27.049719,26.773746,27.071827,26.763018,84.236046,82.71322,90.71632,87.83407
251.37341,247.13744,277.84634,274.8097,27.049515,26.773643,27.071823,26.7631,84.23375,82.71196,90.71611,87.83475
250.8439,246.6183,277.40952,274.37848,27.049295,26.773563,27.071823,26.76322,84.23129,82.710976,90.715935,87.83583
250.31549,246.10019,276.97327,273.94775,27.049034,26.773466,27.071812,26.763338,84.228485,82.709854,90.71574,87.836975
249.78842,245.58339,276.53787,273.51794,27.048824,26.773396,27.071793,26.763435,84.22613,82.70896,90.715355,87.83782
249.2625,245.06773,276.10315,273.08884,27.048592,26.773365,27.07178,26.763607,84.22353,82.708466,90.715065,87.83944
248.73769,244.55315,275.66913,272.66028,27.048344,26.77332,27.07177,26.763771,84.22087,82.7079,90.71487,87.84105
248.21411,244.03976,275.2358,272.23254,27.048113,26.773314,27.071743,26.763924,84.218285,82.707664,90.71442,87.842476
247.69165,243.52747,274.80316,271.80533,27.04787,26.773308,27.071726,26.764107,84.21561,82.707436,90.71408,87.84421
247.1704,243.0164,274.37134,271.37897,27.047619,26.773327,27.071701,26.764301,84.2129,82.70756,90.713745,87.846146
246.65031,242.50647,273.94012,270.95325,27.04739,26.77337,27.071688,26.764511,84.21034,82.70785,90.71343,87.84817
246.13124,241.99751,273.50952,270.52808,27.047142,26.773415,27.071674,26.764729,84.20761,82.70815,90.71313,87.850266
245.61314,241.48953,273.07944,270.1035,27.046883,26.773434,27.071651,26.76493,84.204796,82.70826,90.7128,87.8523
245.09615,240.98259,272.65,269.6795,27.046625,26.773464,27.071623,26.765133,84.20196,82.70839,90.71234,87.854225
244.58026,240.47678,272.22128,269.25623,27.046398,26.773533,27.071598,26.765347,84.199425,82.70895,90.711914,87.85627
244.06523,239.97179,271.793,268.83337,27.046162,26.773588,27.071602,26.7656,84.196785,82.70935,90.71176,87.85876
243.5514,239.46797,271.36548,268.41125,27.045948,26.773684,27.071579,26.76582,84.19447,82.71026,90.71145,87.86095
243.03812,238.96469,270.9381,267.98932,27.045689,26.773708,27.071596,26.76608,84.1916,82.71035,90.71146,87.86351
242.52606,238.46262,270.51154,267.56815,27.045425,26.773699,27.07154,26.766237,84.18876,82.71015,90.7108,87.86504
242.01492,237.96143,270.08545,267.14746,27.045204,26.773754,27.071507,26.76643,84.186295,82.71056,90.710266,87.86688
241.50464,237.46107,269.65982,266.72726,27.044981,26.773794,27.071526,26.766684,84.1838,82.71081,90.71028,87.86935
240.99525,236.96161,269.23465,266.3075,27.044737,26.7738,27.071505,26.766893,84.1811,82.71071,90.709915,87.87137
240.48695,236.46321,268.81015,265.8884,27.04449,26.7738,27.071442,26.767046,84.17845,82.71061,90.709175,87.87287
239.9795,235.96564,268.38614,265.4697,27.044228,26.773838,27.071424,26.767263,84.17554,82.710846,90.70882,87.87496
239.47296,235.46895,267.96255,265.0515,27.043968,26.77384,27.071413,26.767466,84.17267,82.7107,90.70854,87.876915
238.96753,234.97334,267.5397,264.634,27.043722,26.77383,27.071335,26.76762,84.17003,82.71051,90.70765,87.87843
238.46294,234.47858,267.11725,264.21692,27.043474,26.773842,27.07129,26.76783,84.16726,82.71047,90.706985,87.88045
237.95935,233.98476,266.6954,263.80038,27.043224,26.773865,27.071257,26.768057,84.16448,82.71052,90.706474,87.88265
237.4567,233.49188,266.27408,263.3844,27.042965,26.773886,27.071198,26.768257,84.16162,82.71057,90.7057,87.88456
236.95494,232.99988,265.85327,262.9689,27.042694,26.773872,27.071129,26.76844,84.15871,82.71037,90.70488,87.88639
236.45415,232.50882,265.43295,262.55392,27.042398,26.773874,27.071056,26.768637,84.15553,82.71029,90.70405,87.88833
235.95438,232.01877,265.0133,262.13956,27.042141,26.773897,27.070992,26.768831,84.15266,82.71032,90.70318,87.89016
235.45546,231.52956,264.5941,261.72562,27.041859,26.773922,27.07093,26.769043,84.14953,82.71041,90.702354,87.8922
234.95763,231.04143,264.17554,261.3124,27.041592,26.773964,27.070862,26.769232,84.146675,82.71075,90.701546,87.894066
234.46063,230.55408,263.75742,260.89954,27.041313,26.77401,27.070814,26.76947,84.14359,82.71105,90.700874,87.896385
233.96457,230.06767,263.3398,260.48724,27.041008,26.774014,27.070736,26.76966,84.14034,82.711006,90.699974,87.89828
233.46951,229.58224,262.92282,260.0755,27.040709,26.774029,27.070644,26.76984,84.13702,82.710976,90.69882,87.899956
232.97531,229.09761,262.5063,259.6642,27.04035,26.77403,27.070557,26.77003,84.13311,82.71082,90.69775,87.90176
232.48232,228.6142,262.0905,259.2537,27.040033,26.774033,27.070435,26.770172,84.12974,82.71076,90.69639,87.90316
231.99016,228.13162,261.6752,258.84363,27.039696,26.774067,27.070332,26.770374,84.12604,82.71094,90.69515,87.9051
231.49907,227.65005,261.26053,258.43417,27.039349,26.77412,27.070234,26.77058,84.12226,82.71134,90.693954,87.907074
231.00905,227.16957,260.84653,258.02536,27.038977,26.774202,27.07011,26.770763,84.11829,82.7121,90.6926,87.90888
230.52017,226.69019,260.4332,257.61722,27.038647,26.774311,27.070017,26.770975,84.11467,82.71303,90.69142,87.9109
230.0323,226.21179,260.02048,257.2097,27.038313,26.77442,27.069931,26.771227,84.11107,82.71406,90.69042,87.91341
229.54535,225.7343,259.60828,256.80267,27.037968,26.774525,27.069838,26.771475,84.107285,82.71497,90.68926,87.915825
229.05933,225.2577,259.1966,256.3962,27.037586,26.77459,27.069717,26.771694,84.10315,82.71547,90.68782,87.91792
228.57431,224.78207,258.78552,255.9903,27.03716,26.774622,27.069555,26.771873,84.098625,82.71572,90.686066,87.91971
228.0905,224.30765,258.37524,255.58516,27.036802,26.774687,27.069395,26.772064,84.09473,82.716225,90.68422,87.92152
227.6077,223.83421,257.9655,255.1806,27.036415,26.774796,27.069244,26.772326,84.090614,82.71727,90.68257,87.92415
227.12587,223.36176,257.55637,254.77663,27.03604,26.774914,27.0691,26.772593,84.08651,82.718315,90.68086,87.92676
226.64505,222.89026,257.14783,254.37323,27.035646,26.775011,27.068932,26.772839,84.08224,82.71916,90.67895,87.929146
226.1653,222.4198,256.73993,253.97049,27.035225,26.77512,27.068745,26.773079,84.07778,82.72023,90.67691,87.93157
