gear,g_lon
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.03120109
1.0,0.031180104
1.0,0.029306045
1.0,0.028876953
1.0,0.027932469
1.0,0.027671518
1.0,0.03418226
1.0,0.08219166
1.0,0.30723104
1.0,0.6269174
1.0,0.50712264
1.0,0.7252324
1.0,0.65261275
1.0,0.7674742
1.0,0.8054213
1.0,0.7618554
1.0,0.77746767
1.0,0.78668267
1.0,0.7981411
1.0,0.7993591
1.0,0.8026771
1.0,0.8065802
1.0,0.8042837
1.0,0.81013864
1.0,0.8026253
1.0,0.53311336
1.0,0.48934475
1.0,0.39000797
1.0,0.1352717
1.0,0.019937772
1.0,-0.0064897547
1.0,0.004481714
1.0,0.010164424
1.0,0.07772996
1.0,0.3973475
1.0,0.5889841
1.0,0.59523135
1.0,0.5699475
1.0,0.5035266
1.0,0.47893938
1.0,0.53559154
1.0,0.478124
1.0,0.36634082
1.0,0.39903453
1.0,0.3798384
1.0,0.3923058
1.0,0.5440272
1.0,0.69829494
1.0,0.7380325
1.0,0.75449836
1.0,0.49022704
1.0,0.82181805
1.0,0.67452365
1.0,0.63021916
1.0,0.5302641
1.0,0.44563636
1.0,0.35155082
1.0,0.27738452
1.0,0.21082032
1.0,0.16655442
1.0,0.14268218
1.0,0.11729359
1.0,0.09476207
1.0,0.0813541
1.0,0.121489614
1.0,-0.6372632
1.0,0.0979069
1.0,-0.08368933
1.0,0.09159919
1.0,0.92016876
1.0,0.52013487
1.0,0.8800565
1.0,0.87112653
1.0,0.8408683
1.0,0.8677619
1.0,0.871232
1.0,0.85223234
1.0,0.8549479
1.0,0.81091434
1.0,0.8303118
1.0,0.81777406
1.0,0.7720598
1.0,0.78869134
1.0,0.78800553
1.0,0.7283948
1.0,0.7562612
1.0,0.7609684
1.0,0.7451076
1.0,0.75375843
1.0,0.73533255
1.0,0.7704983
1.0,0.75253606
1.0,0.78348255
1.0,0.77908516
1.0,0.764479
1.0,0.78341645
1.0,0.7784861
1.0,0.7993393
1.0,0.77348
1.0,0.7841836
1.0,0.78527445
1.0,0.7547569
1.0,0.7530113
1.0,0.76119286
1.0,0.7647867
1.0,0.7314179
1.0,0.75389814
1.0,0.74874556
1.0,0.6933345
1.0,0.7413007
1.0,0.71769
1.0,0.6994053
1.0,0.7308721
1.0,0.71306986
1.0,0.66111124
1.0,0.68385065
1.0,0.6756509
2.0,0.105463766
2.0,-0.055240806
2.0,0.8384879
2.0,0.4321458
2.0,0.68808335
2.0,0.5716042
2.0,0.61482716
2.0,0.572886
2.0,0.6183041
2.0,0.5970632
2.0,0.5717642
2.0,0.6000549
2.0,0.5753753
2.0,0.57966053
2.0,0.56777084
2.0,0.57835597
2.0,0.57502997
2.0,0.56950694
2.0,0.57307345
2.0,0.5780085
2.0,0.58648354
2.0,0.52899253
